SMILES,ALPHA
*/C=C/C(=C(C)C)C(*)=C(C)C,18.946
*/C=C/C1CC(*)C2CCCC12,16.248
*NC(CCC(=O)NCCO)C(*)=O,16.533
*Oc1ccc(/C=N/c2ccccc2)cc1*,26.256
*c1cccc(-c2ccc(-c3ccc(*)s3)s2)c1,32.185
*CC(C)CC(*)(C)C(=O)OC,15.108
*CC(C)(CO*)COCCC#N,16.079
*c1sc(*)c(OCCCC)c1OC,19.764
*CC(*)(C)C(=O)Oc1ccccc1[N+](=O)[O-],20.52
*c1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,32.186
*Oc1ccccc1S(=O)(=O)c1ccc(*)cc1,24.385
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,16.143
*c1sc(*)c2nc(-c3ccccc3)c(C)nc12,28.473
*/C(C)=C(\C)c1ccc(-c2ccc(*)s2)s1,28.002
*OC(CCCCC)CC(*)=O,15.389
*c1ccc(-c2ccc([Si](*)(C)C=C)s2)s1,29.45
*CCCCCOC(=O)CC(=O)O*,16.03
*c1ccc(-c2csc(-c3cc(*)cs3)c2)cc1,30.603
*CCCCCC(*)CC,14.622
*CCN(Cc1ccccc1)C(=O)S*,21.636
*C(=O)c1ccc(C(=O)N(C)N(*)C)cc1,20.935
*C(=O)NNC(=O)C(=O)NNC(=O)c1cncc(*)n1,24.206
*OC(COCCOC)COC(*)=O,15.826
*Nc1cccc(NC(=O)CCC(*)=O)c1,21.229
*OC(COC(*)=O)COc1ccccc1,19.508
*NC(Cc1c[nH]c2ccccc12)C(*)=O,21.534
*[Si](*)(C)CCCCCC,16.71
*CCN1C(=O)/C(=C\C=C2\SC(=S)N(*)C2=O)SC1=S,42.746
*c1ccc2c(*)c(-c3ccccc3)[nH]c2c1,26.995
*c1cc(/C=N/c2ccc(S(=O)(=O)O[Na])cc2)c(*)s1,30.218
*c1ncc(-c2cnc(*)c(C)c2)cc1C,23
*C1C(=O)N(c2ccccc2OC)C(=O)C1*,20.87
*O[Si](*)(C)CCc1ccc(O)cc1,20.522
*Nc1ccc(*)c2cc3ccccc3cc12,27.475
*N=P(*)(c1ccccc1)c1ccccc1,25.033
*/C(C#N)=C(\C#N)n1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,29.163
*NC(C)C(=O)NCC(=O)NCC(*)=O,17.025
*CCN(*)C(=O)c1ccc(SC(F)(F)F)cc1,22.743
*c1ccc([Si](*)(C)N(C)C)cc1,20.535
*c1ccc(*)n1C(C(=O)NO)n1cccc1,20.977
*[Si](*)(C)c1ccc(N(C)C)cc1,21.843
*/C=C1\CC/C(=C\c2ccc(*)cc2)C1=O,24.552
*c1ccc2c(c1)c1cc(*)ccc1n2C=C,26.241
*CC(*)OCCCCCC,15.332
*/C(Cl)=C(\c1ccccc1)c1ccc(*)cc1,26.198
*N/C(C#N)=C(\C#N)NC(=O)c1ccc(C(*)=O)cc1,26.184
*/C(C)=C(/*)[Si](C)(C)CCC,18.387
*CC(*)OCC(C)(C)CC,15.2
*CCC(=O)OCCC1(*)OCCO1,15.985
*CC(*)OC(=O)C1CCCCC1,16.343
*/C(C)=C(/*)[Si](C)(C)C(C)C,18.275
*CC(*)c1ccc(C(=O)OCC)cc1,20.531
*Nc1ccc(NC(=O)CCC(*)=O)cc1,21.341
*CCCCCCC(Cl)C(*)Cl,18.317
*CCP(Cl)(Cl)=Nc1ccc(N=P(*)(Cl)Cl)cc1,33.436
*OC(C)CCOC(=O)CCC(*)=O,15.721
*CC(=O)C(*)Cc1ccc2c(c1)OCO2,19.874
*N=P(*)(Oc1ccc(C)cc1)n1cncn1,23.211
*c1ccc(C(C#N)(C(=O)O)C(*)(C#N)C(=O)O)cc1,22.611
*CC(*)OC(=O)c1ccc(CC)cc1,20.531
*CCCCCCCCO*,15.282
*CC(CCCCCC)O*,15.022
*CC(*)C(=O)OCCCOCC,16.21
*CCOCCOC(=O)CCC(=O)O*,17.037
*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,16.041
*CC(*)OC(=O)c1ccccc1OC(C)=O,20.752
*OC(C)CCOC(=O)COCC(*)=O,17.03
*Oc1ccc(Oc2cccc(*)n2)c(C)c1,23.295
*CCCOC(=O)c1ccc(C(=O)O*)cc1,21.474
*CCNC(=O)c1cccc(C(=O)N*)c1,20.937
*OC(=O)CCSCCSCCC(*)=O,22.085
*CC(*)C(=O)Oc1ccccc1C(=O)OC,20.934
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,21.082
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,21.347
*NC(C)CNC(=O)C1CC1C(*)=O,17.268
*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,15.983
*CC(*)C(=O)OCCOC(F)(C(F)(F)F)C(F)(F)F,16.556
*/C=C/CC(C)(CC*)C(=O)OC,16.942
*Nc1ccccc1NC(=O)CCC(*)=O,20.711
*Oc1ccc(Oc2ccc(OC(*)=O)cc2)cc1,24.332
*Oc1ccc(Sc2ccc(OC(*)=O)cc2)cc1,27.223
*CC(*)OC(=O)c1ccc(OC(C)=O)cc1,21.349
*Oc1cccc(Oc2cccc(OC(*)=O)c2)c1,24.485
*N=P(*)(OCC(F)(F)C(F)F)OCC(F)(F)C(F)F,16.974
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,16.752
*CCC[Si](*)(C)c1ccccc1,21.038
*CC(C)(CCCC)C(=O)N*,15.849
*CC(*)[Si](C)(C)c1ccccc1,20.937
*O[Si](*)(C)CCCCCC,16.723
*CC(*)c1ccc([SiH](C)C)cc1,21.454
*CCN(*)C(=O)CCCCC,16.153
*CC(*)C1CCCCC1C,15.557
*OC1CC(c2ccccc2)CC(*)O1,19.768
*CC(*)C1CCCCCC1,15.399
*CCC(C)CCCC(=O)N*,16.051
*CCCC(C)CCC(=O)N*,16.018
*CC(=C)COCC(=C)COC(=O)O*,18.38
*OC(*)CCCCCCC,15.13
*c1ccc2nc(*)cc(-c3ccccc3)c2c1,26.872
*CCCOC(=O)c1cccc(C(=O)O*)c1,21.301
*CC(*)(C)c1ccc2ccccc2c1,23.026
*CC(*)C(=O)N1CCN(C)CC1,16.674
*CC(C)CCCCC(=O)N*,16.14
*OC(C)COC(=O)c1ccc(C(*)=O)cc1,21.761
*CC(CS(=O)(=O)CCCC)O*,16.792
*CC(*)(C)C(=O)OC(C)OCC,16.023
*OC(C)COC(=O)c1cccc(C(*)=O)c1,21.56
*/C=C/C(=O)/C=C/c1ccc(Sc2ccc(*)o2)o1,30.105
*CC(*)C(=O)NCCc1ccccn1,19.995
*CC(*)c1cc(OC)c(O)c(OC)c1,19.811
*COCC1(*)COC(C)(C)OC1,15.839
*CCCCOC(=O)COCC(=O)O*,16.75
*CC(*)(C)C(=O)OCC1CCC1,16.392
*CC(*)P(=O)(N(C)C)N(C)C,16.695
*CCCC1(*)CCCCC1,15.495
*NC(CSSCc1ccccc1)C(*)=O,25.092
*CC(*)C(=O)NC(C)(C)CC,15.962
*c1cc(CCCCCC)c(*)s1,19.892
*CC(*)(C)C(=O)OC(C)OCCCl,17.767
*CC(*)(C)C(=O)OC(OCC)C(F)(F)F,16.192
*COC(=O)OCC1OC(C)(C)OC1*,16.287
*c1ccc(-c2ccc(-c3ccc(*)n3C)o2)s1,29.156
*CC(*)(C)C(=O)OCc1cccc(Cl)c1Cl,23.373
*CC(*)(C)C(=O)OCc1cccc(Cl)c1,21.585
*OC1C(COCO)OC(*)C(O)C1O,16.027
*CC(*)(C)C(=O)OCc1ccc(F)cc1F,20.017
*C(=O)C1CC1C(=O)N1CCN(*)CC1,17.734
*CC(*)(C)C(=O)OCc1cc(Cl)cc(Cl)c1,24.188
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1,21.903
*c1ccc([Si](C)(C)[Si](*)(C)C)s1,24.578
*c1ccc(-c2ccc(-c3ccc(*)n3C)o2)o1,26.97
*CC(*)C(=O)NC(CO)(CO)CO,16.004
*c1cc(C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H])c(*)s1,20.244
*CCOC(=O)CCSCCC(=O)O*,19.387
*CC(*)(C)C(=O)OC1CCCC1,16.251
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)c(O)c1,29.231
*Cc1nc(-c2ccc(-c3csc(*)n3)cc2)cs1,32.052
*CC(*)(C)C(=O)OCc1c(F)cccc1F,19.975
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1Cl,24.123
*c1cc(OCCOCCOC)c(*)s1,20.499
*OCC(F)(F)C(F)(F)C(F)(F)COc1nc(F)nc(*)c1F,19.19
*CC(*)(C)C(=O)OCc1ccc(Cl)c(Cl)c1,24.248
*CCCCCCC(=O)N(*)C,16.185
*/C=c1\cc/c(=c2/cc/c(=C\c3ccc(*)s3)s2)s1,45.886
*CC(*)(C)C(=O)Oc1ccc(C(=O)O)cc1,21.258
*C(=O)N(*)CCCCCCC,16.146
*c1ccc(-c2ccc(-c3ccc(*)n3C)s2)s1,30.79
*Oc1cccc(NC(=O)c2ccc(*)cc2)c1,25.25
*CC(*)(C)C(=O)OCc1c(Cl)cccc1Cl,23.889
*NC(CCC(=O)OCCC)C(*)=O,17.003
*NC1CC1NC(=O)c1cccc(C(*)=O)c1,22.289
*C(=O)Nc1ccc(NC(=O)c2ccc(*)s2)cc1,28.342
*/N=C/c1ccc(/C=N/c2sc(*)c(C#N)c2C#N)cc1,33.847
*OC(CCc1ccccc1)CC(*)=O,19.959
*CCOC(=O)Cc1ccc(C(=O)O*)cc1,21.327
*CC(*)C(=O)Oc1ccc(C(C)=O)c(O)c1,21.346
*CC(*)C(=O)Oc1cc(C)cc(C)c1,20.132
*OC(=O)OC1CC2CC(*)CC(C1)O2,16.619
*Cc1ccc(COC(=O)CC(=O)O*)cc1,21.225
*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,24.172
*OC(c1ccccc1)C(C)(C)C(*)=O,19.644
*c1sc(*)c2nc(-c3cccs3)c(-c3cccs3)nc12,36.041
*c1ccc(C)c(N2CC(=O)N(*)CC2=O)c1,21.372
*NC(CC(=O)O)(CC(C)C)C(*)=O,16.574
*c1cc(C(=O)Oc2cccc3cccnc23)c(*)s1,28.729
*NC(C(C)C)C(C)(C)C(*)=O,15.76
*CCCN(*)C(=O)C(C)(C)C,15.904
*c1nc(-c2ccccc2)nc(N(*)CC)n1,24.177
*c1ccc(Oc2ccc3c(c2)C(=O)N(*)C3=O)cc1,26.486
*O[Si](C)(C)CC[Si](*)(C)C,18.838
*CC(*)[Si](C)(C)O[SiH](C)C,18.247
*c1cc(CCOCCOC)c(*)[nH]1,18.296
*CCN(*)CCOCCOC,15.67
*[Si](*)(C)CCc1ccc(C)cc1,21.125
*N=P(*)(C)CCCCCC,17.631
*CCC1C(=O)N(CCC)C(=O)C1*,17.379
*[Si](*)(C)[Si](C)(C)c1ccccc1,23.691
*O[Si](*)(C)CCCC(=O)OCC,17.583
*Cc1ccccc1C[Si](*)(C)C,21.078
*CCCCCCOC(=O)SC(=O)O*,19.687
*/C=N/c1cccc(/N=C/c2cccc(*)n2)c1,27.525
*NNC(=O)c1ccc(C(*)=O)cc1OCC,22.008
*Oc1ccc(SC(=O)Sc2ccc(*)cc2)cc1,30.429
*/C(=N\c1ccccc1)N(*)c1ccccc1,26.277
*/C(C)=C(/*)[Si](C)(C)c1ccccc1,22.991
*C(=O)/C=C(\C)C(=O)N1CCN(*)CC1,18.981
*CC1(CO*)CCC(C)CC1,16.084
*/C(C#N)=C(\c1ccccc1)c1ccc(*)cc1,26.832
*/C=C/C(C)C(*)C(=O)OC(C)C,17.282
*[Si](C)(C)[Si](*)(C)c1ccccc1,23.797
*NC(CC(*)=O)C(=O)OCCCC,16.663
*O[Si](*)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,17.416
*/C=C/CCCC(Cl)CCC*,18.393
*CC(OC)C1(C)C(=O)OC(=O)C1(*)C,16.872
*c1ccc(-c2nc3cc(C)ccc3o2)c(*)c1,26.967
*CCOCCOCCOC(=O)C(=O)O*,17.712
*c1ccc(Oc2ccc(-c3nnc(*)o3)cc2)cc1,27.554
*CC(*)(C)C(=O)OCCOCCO,16.641
*c1ccc(*)c(C(=O)c2ccc(C)cc2)c1,24.693
*CC(*)OC(=O)c1ccc(OCC)cc1,21.447
*CCOCCOC(=O)COCC(=O)O*,17.723
*c1cc(/N=N/c2ccc([N+](=O)[O-])cc2)cc(*)c1O,30.107
*CCCCP(*)(=S)c1ccccc1,23.69
*CCCCCNC(=O)CC(=O)N*,17.778
*OC(C)COC(=O)c1ccccc1C(*)=O,21.223
*CC(=O)OCCOC(=O)c1ccc(O*)cc1,21.694
*CCCCCCOC(=O)SSC(=O)O*,22.341
*NC1CC(CCC(*)=O)C1(C)C,17.227
*CC(c1ccccc1)C1C(=O)OC(=O)C1*,20.863
*CCNC(=O)CCCCC(=O)N*,17.729
*CCCCNC(=O)CCC(=O)N*,17.634
*CC(OC(C)C)C1C(=O)OC(=O)C1*,16.967
*Oc1cccc(OC(=O)c2cccc(C(*)=O)c2)c1,26.353
*OC(=O)CCCCCCCC(*)=O,17.313
*NC(CC(=O)OCc1ccc(Cl)cc1)C(*)=O,23.428
*OC1C(C)(C)C(OC(*)=O)C1(C)C,16.931
*CCN(*)C(=O)C1CCCCC1,17.078
*CCCOC(=O)NC1CC1NC(=O)O*,18.211
*CCOC(=O)Nc1cccc(NC(=O)O*)c1,22.664
*c1ccc2c(c1)c1cc(*)ccc1n2C(=O)NO,26.242
*C/C=C/C[Si](*)(C)c1ccccc1,23.031
*CCN(*)C(=O)c1ccc2ccccc2c1,24.964
*C(=O)c1cccc(C(=O)N(*)c2ccccc2)c1,26.876
*C(=O)c1ccc(C(=O)N(*)c2ccccc2)cc1,27.332
*Oc1ccc(NC(=O)c2ccc(*)cc2)cc1,25.54
*CC(*)c1ccc([Si](C)(C)O)cc1,21.671
*/C=C(/*)c1cccc([Si](C)(C)C)c1,23.638
*NC(C)C(=O)NC(C(*)=O)C(C)C,17.469
*CCC1CC(*)C2CCCC12,16.609
*/C=C(/*)c1ccccc1[Si](C)(C)C,23.136
*C#C/C(=C(/*)c1ccccc1)c1ccccc1,29.236
*NC(CC(=O)OCc1ccccc1)C(*)=O,21.309
*CCOC(=O)Nc1ccc(NC(=O)O*)cc1,22.965
*NC(CC(*)=O)C(=O)OCC(C)C,16.963
*CC(*)n1c(C)c(C)c2ccccc21,22.23
*/C(C)=C(/*)SCCCCCC,19.537
*CC(*)(C)c1ccc(C(O)C(F)(F)F)cc1,20.036
*CC(*)n1c2ccc(Cl)cc2c2cc(Cl)ccc21,30.567
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1,26.678
*CC(*)c1ccc(OC(C)=O)c(OC)c1,20.928
*/C=C/C1C2C=CC(C(C(F)(F)F)=C2C(F)(F)F)C1*,19.462
*CC(*)C(=O)OCCOCCOC,16.786
*/C=C(/*)C1(O)c2ccccc2-c2ccccc21,26.416
*c1ccc2c(c1)C(*)(C)CC2(C)C,20.176
*N=P(*)(Oc1ccccc1)Oc1ccccc1,25.508
*OCCOc1cc(*)nc2ccc(C)cc12,23.694
*CCCCCCCc1nnc(*)o1,18.035
*CC(*)(C)C(=O)OC1CCOCC1,16.822
*CC(CSCCCCC)O*,18.331
*CC(C)(C)C1CC=C(*)CC1,17.087
*CCCC(C)O[Si](C)(C)O*,17.153
*N=P(*)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,30.033
*COC(=O)OCC1OC(OCC)OC1*,17.309
*OP(=O)(Oc1ccccc1)Oc1c(Cl)c(Cl)c(*)c(Cl)c1Cl,33.343
*CCCCc1nc2cc3sc(*)nc3cc2s1,29.573
*CC(*)C(=O)NC(C)(C)CS(=O)(=O)O,18.239
*c1cc(SCCCCCC)c(*)s1,23.415
*OC(=O)/C=C/C(=O)OC1COC2C(*)COC12,20.111
*Oc1ccc(/N=C/Nc2ccc(*)cc2)cc1,27.121
*/C=N/c1ccc(/N=C/c2cccc(*)n2)cc1,28.354
*OP(=O)(Oc1ccccc1)Oc1ccc(*)cc1,24.654
*c1ccc([N+](=O)[O-])c2c1C(=O)c1c([N+](=O)[O-])ccc(*)c1C2=O,29.123
*OC(CCOc1ccccc1)CC(*)=O,20.701
*CCOC(=O)c1ccc(C(=O)O*)c2c1CC2,22.965
*OP(=O)(Oc1c(Cl)cc(Cl)cc1Cl)Oc1c(Cl)c(Cl)c(*)c(Cl)c1Cl,39.884
*CCCCOC(=O)CC(N)C(=O)O*,17.298
*N=P(*)(OCCOC)OCCOC,39.016
*OP(=O)(Oc1ccc(Cl)cc1)Oc1c(Cl)c(Cl)c(*)c(Cl)c1Cl,34.945
*CC#CC#CCOC(=O)c1cccc(C(=O)O*)c1,27.377
*CC1CCCC(CC(=O)N*)C1,17.053
*CNC(=O)CCCCCC(=O)N*,17.454
*Oc1ccc(OC(=O)c2cccc(C(*)=O)c2)cc1,26.261
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1Cl,28.814
*C(=O)c1ccc(N(*)CCCC)cc1,21.927
*CCCCCCN1C(=O)C(=O)N(*)C1=O,19.085
*OC(COCCCC)COC(*)=O,16.621
*OC(COC(*)=O)COC(C)(C)C,16.67
*Nc1cccc(C#Cc2cccc(C(*)=O)c2)c1,30.138
*CCN(*)CC[Si](C)(C)C,17.938
*c1cccc(-c2nnc(*)n2-c2ccccc2)c1,26.354
*OP(=O)(Oc1c(Cl)cccc1Cl)Oc1c(Cl)c(Cl)c(*)c(Cl)c1Cl,36.594
*C(=O)C1CC(OC(=O)CCC)CN1*,17.634
*Sc1ccc(-c2ccc(SC(=O)C(*)=O)cc2)cc1,33.009
*NC(=O)c1ccc(C(=O)Nc2cnc(*)nc2)cc1,26.759
*CCCCCCc1nnc(*)n1N,18.337
*CCN(*)C(=O)CCCCCO,16.643
*Oc1ccc(C(=O)OC(=O)c2ccc(*)cc2)cc1,26.47
*/C=C/c1ccc(/C=C/c2cc(*)ncn2)cc1,30.661
*c1ccc(-n2cc3c(n2)C(=O)c2cn(*)nc2C3=O)cc1,29.615
*/C=C/c1cccc(/C=C/c2cc(*)ncn2)c1,29.711
*NNC(=O)c1cccc(C(=O)NNC(=O)C(*)=O)c1,24.063
*c1ccc(-c2nc3cc4nc(*)[nH]c4cc3[nH]2)cc1,30.512
*c1cccc(-c2nc3cc4nc(*)[nH]c4cc3[nH]2)c1,30.513
*N=P(*)(Oc1ccc(F)cc1)Oc1ccc(F)cc1,24.471
*CCc1ccc(*)n1CCCC,18.671
*c1cc(CCCC(=O)OCC)c(*)[nH]1,19.271
*c1cc(CCCCCC)c(*)[nH]1,18.541
*c1ccc2c(c1)c1cc(*)ccc1n2CC,25.845
*/N=N/c1ccc(/C=C/c2ccc(*)cc2)cc1,30.103
*CC(c1ccccc1)C1C(=O)NC(=O)C1*,21.772
*N=P(*)(Oc1cccc(Cl)c1)Oc1cccc(Cl)c1,29.522
*C[Si](*)(c1ccccc1)c1ccccc1,25.701
*c1ccc(*)c2nc(CC)c(CC)nc12,23.466
*c1ccc(*)n1CCCCCC,18.447
*Nc1cc2cccc3c(*)cc4cccc1c4c23,30.229
*O[Si](*)(C)CCCC(=O)OCCO,17.945
*[Si](*)(C)c1ccc(-c2ccccc2)cc1,27.122
*c1[nH]c(*)c(CC(=O)OC)c1CC(=O)OC,20.01
*N=P(*)(NCCC)NCCC,17.855
*c1ccc([Si](*)(C)c2ccc(Cl)cc2)cc1,28.027
*C1C=CC(=N)C(N2CCN(*)CC2)=C1,20.455
*CCN(*)C(=O)Cc1ccc(C(F)(F)F)cc1,20.739
*c1ccc([Si](*)(C)c2ccccc2)cc1,25.701
*[Si](*)(C)CCCOc1ccccc1,21.788
*NC(c1ccccc1)C(C)(C)C(*)=O,20.219
*c1ccc(-c2ccc(*)c(C(=O)O)c2)cc1C(=O)O,26.615
*c1ccc2ccc3c(*)cc(C#C)c4ccc1c2c34,33.201
*CC(*)CCC[Si](C)(C)C,17.948
*Cc1cc(C(C)(C)C)cc(*)c1O,19.899
*/N=C(/*)c1ccc(N2C(=O)c3ccccc3C2=O)nc1,28.737
*CC(*)c1ccc(C(=O)CCC)cc1,21.672
*c1cc(/N=N/c2ccc(C(=O)O)cc2)cc(*)c1O,30.592
*/C(OC(C)=O)=C(\OC(C)=O)c1ccc(*)cc1,23.33
*c1ccc(N(*)c2ccc(S(=O)(=O)O)cc2)cc1,27.325
*CC(*)c1ccc(COCCO)cc1,20.566
*CC(*)C(=O)c1ccc(C(C)C)cc1,21.603
*c1ccc(S(=O)(=O)NCCNS(*)(=O)=O)cc1,23.014
*CC(*)OC(=O)C(C)(C)CCC,16.855
*C(=O)OCCOC(=O)N1CCN(*)CC1,17.669
*CC(*)C(=O)c1ccc(CCC)cc1,21.8
*OP(=O)(Oc1c(Cl)c(Cl)c(*)c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,44.084
*CC(COc1ccc2ccccc2c1)O*,24.617
*CC1CCC(COCO*)CC1,16.994
*CC(COc1cccc2ccccc12)O*,24.224
*CCCCCCCCC(=O)O*,16.972
*CC(C)(C)COC(=O)CCC(=O)O*,18.049
*CCCOC(=O)CCCCC(=O)O*,17.986
*CCCCCOC(=O)CCC(=O)O*,17.987
*CCCCOC(=O)CCCC(=O)O*,17.996
*CCOC(=O)CCCCCC(=O)O*,17.819
*C[Si](*)(C)CCCCCC,18.088
*OC(C)COC(=O)CCCCC(*)=O,18.131
*CCCCCCCNC(=O)N*,17.448
*O[Si](*)(c1ccccc1)c1ccc(C)cc1,26.388
*NC(CCCCNC(*)=O)C(=O)OC,18.023
*CC(COc1ccc(O*)cc1)OC(C)=O,21.607
*CC(CCl)(CCl)COC(=O)CCC(=O)O*,21.681
*CC(*)c1ccc(-c2cccc3nsnc23)cc1,29.865
*Oc1ccc(S(=O)c2ccc(OC(*)=O)cc2)cc1,27.122
*CC(*)OC(=O)c1nn(C(C)=O)c2ccccc12,24.598
*CCNC(=O)Cc1ccc(C(=O)N*)cc1,22.421
*C(C)C(*)C(=O)OC(C)(C)CC,16.885
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,17.959
*CCC1CN(CP(=O)(O)O)CC1*,17.829
*CC(CC(*)(C#N)C#N)c1ccc(CCl)cc1,25.523
*Nc1ccc(NC(=O)CCCC(*)=O)cc1,23.293
*CC(*)C(=O)OCC1(C)COCOC1,17.614
*CCCNC(=O)c1ccc(C(=O)N*)cc1,23.011
*NC(CCC(=O)NCCCO)C(*)=O,18.051
*/C=C(/*)c1ccc(S(=O)(=O)c2ccccc2)cc1,28.324
*CC(*)(CCCCC)C(=O)OC,17.145
*CC(*)C(=O)NC(C)(C)CC(C)=O,17.822
*CC(*)(C)C(=O)OCC(=O)c1ccccc1,22.046
*CC1(CO*)CC2CCC1CC2,16.858
*C(C(=O)OC)C(*)C(=O)OC(C)(C)C,17.956
*CC(*)C(=O)NC(C)(C)CS(N)(=O)=O,18.922
*Oc1c(CC)cc(*)cc1-c1ccccc1,24.919
*OCCOc1cc(*)nc2ccc(OC)cc12,24.7
*CC1CCC(CSCS*)CC1,21.866
*Oc1ccc(/C=N/c2ccc(C)cc2)cc1*,28.55
*CC(*)(C)C(=O)Oc1cccc2cccnc12,24.396
*C1C=C(CCCCCC)C(*)S1,20.077
*N=P(*)(Oc1cccc(F)c1)Oc1cccc(F)c1,25.338
*C#Cc1cc(CCCCCC)c(*)s1,23.845
*Oc1ccc(S(=O)(=O)c2ccc(OC(*)=O)cc2)cc1,27.343
*c1ccc([Si](C)(C)C#C[Si](*)(C)C)s1,27.518
*CC(*)c1ccc(Oc2ccccc2)cc1,24.791
*OC1C(COCC(=O)O)OC(*)C(O)C1O,17.606
*/C=C/c1ccc(*)c(C(=O)OC)c1C(=O)OC,24.073
*c1ccc(-c2ccc(-c3sc(*)c4c3OCCO4)s2)s1,35.806
*Oc1ccc(P(C)(=O)c2ccc(*)cc2)cc1,26.367
*SSc1ccc(/N=C/Nc2ccc(*)cc2)cc1,33.778
*CCCCCCOC(=O)CC(=O)O*,18.116
*c1ccc([Si](*)(C)c2ccc(OC)cc2)s1,27.903
*c1sc(*)c2nc(-c3ccccc3)c(CC)nc12,30.355
*CCCCCC(*)CCC,16.371
*CCOC(=O)CCC(C)CC(=O)O*,17.873
*/C=C/C1CC(*)C(C#N)(CCC)C1,19.496
*OC(C)CCOC(=O)CCCC(*)=O,18.059
*CC(*)(C)C(=O)Oc1ccc([N+](=O)[O-])c(C)c1,22.752
*CCCCCCCOC(=O)C(=O)O*,18.008
*CC(*)C(=O)Oc1ccc2c(C)cc(=O)oc2c1,25.085
*OC(CCCCCC)CC(*)=O,17.062
*CCOC(=O)C1C2C=CC(C2)C1C(=O)O*,19.541
*CCCSC(=O)CCCCC(=O)S*,23.304
*[Si](*)(CCCC)CCCC,18.261
*[Si](*)(CCC)CCCCC,18.369
*Nc1ccc(-c2nc3ccc(C)cc3s2)cc1*,32.398
*CCCCCCCNC(=S)N*,19.979
*OC1C(CO)OC(*)C(NC(C)=O)C1O,17.82
*CCC(=O)NCCC(=O)NCC(=O)N*,18.949
*Nc1ccccc1NC(=O)CCCC(*)=O,22.734
*CC(F)(F)C(F)(F)C(F)(F)COc1c(F)c(F)c(O*)c(F)c1F,20.915
*/C=C/[Si](*)(c1ccccc1)c1ccccc1,27.347
*O[Si](*)(C)CCCc1ccccc1O,22.279
*c1ccc(*)c(CCCCCC)n1,20.287
*CCCN(Cc1ccccc1)C(=O)S*,23.478
*/C(C)=C(/*)[Si](C)(C)CCCC,20.129
*CC(*)c1ccc([Si](C)(C)C)cc1,23.128
*C#Cc1cccc(C#C[SiH](*)c2ccccc2)c1,32.601
*CCCCCCCCC(*)Cl,18.031
*C(=O)C1CC(OC(=O)c2ccccc2)CN1*,22.299
*C#Cc1ccc(C#C[SiH](*)c2ccccc2)cc1,33.564
*Nc1ccc(Nc2ccc(*)cc2)cc1C(=O)O,27.046
*CCCNC(=O)c1cccc(C(=O)N*)c1,22.672
*CC(*)c1ccc(C(=O)OCCC)cc1,22.32
*/C=C(/c1ccc(*)cc1)c1ccc(C(F)(F)F)cc1,26.235
*CC(*)OC(=O)CC1CCCCC1,18.085
*NC(CSC(=O)OCc1ccccc1)C(*)=O,24.706
*C#CC#C[Si](*)(c1ccccc1)c1ccccc1,31.81
*c1cccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)n1,30.535
*CC(*)OC(=O)c1ccc(C(C)C)cc1,22.366
*CC(*)OC(=O)C1(C)CCCCC1,17.872
*CCCCCCCCCO*,17.116
*CC(*)c1ccc(C(=O)c2ccccc2)cc1,26.601
*/C=C1\CCC/C(=C\c2ccc(*)cc2)C1=O,25.114
*OC(*)CCCCCCCC,17.15
*CCSSCCSSCCOCO*,26.729
*CC(*)P(=O)(Oc1ccccc1)N(C)C,22.122
*CC(*)c1ccc(C(=O)OC(C)C)cc1,22.367
*CCOCCOC(=O)CCCC(=O)O*,18.719
*CC(CO*)(COC(C)=O)COC(C)=O,18.453
*CCCCCOC(=O)COCC(=O)O*,18.322
*CCCCOC(=O)c1cccc(C(=O)O*)c1,23.085
*N=P(*)(OCC(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,18.761
*CCOC(=O)c1ccc2ccc(C(=O)O*)cc2c1,27.636
*CCCCOC(=O)c1ccc(C(=O)O*)cc1,23.382
*Nc1cccc(NC(=O)CCCC(*)=O)c1,23.245
