SMILES,TD
*Oc1ccccc1CNC(=O)NCCCCCCNC(*)=O,1.9
*c1c(*)c2ccccc2c2ccccc12,0.99
*c1c(F)c(F)c(*)c(F)c1F,6.81
*c1cc(-c2ccc(OCCCCCCCCCCS(=O)(=O)O)c(S(*)(=O)=O)c2)ccc1OCCCCCCCCCCS(=O)(=O)O,2.53
*c1cc(CCCCCC)c(*)cc1CCCCCC,2.48
*c1cc(O)c(O)cc1*,1.87
*c1cc(OCC)c(*)cc1OC,2.8
*c1cc(OCC)c(*)cc1OCC,3.01
*c1cc(OCCCCCC)c(*)cc1OC,3.52
*c1cc2cccccc-2c1*,1.96
*c1ccc(*)c(CCCCCC)c1,4.66
*c1ccc(*)c(N(C)C)c1,6.94
*c1ccc(*)c(OC)c1N,4.81
*c1ccc(*)c(OCCCCCCCCCC)c1,2.13
*c1ccc(*)c2ccccc12,6.6
*c1ccc(-c2cc(C(C)(C)C)c(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,1.72
*c1ccc(-c2cc(C(C)(C)C)c(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3C(F)(F)F)c(C(C)(C)C)c2)cc1,1.6
*c1ccc(-c2ccc(*)c(C)c2)cc1C,5.39
*c1ccc(-c2ccc(*)c(Cl)c2)cc1Cl,5.64
*c1ccc(-c2ccc(-c3ccc(C(*)(c4c(F)c(F)c(F)c(F)c4F)C(F)(F)F)cc3)cc2)cc1,1.47
*c1ccc(-c2ccc(-c3ccc(C(*)(c4ccc(N(C)C)cc4)C(F)(F)F)cc3)cc2)cc1,2.52
*c1ccc(-c2ccc(-c3ccc(C(*)c4c(F)c(F)c(F)c(F)c4F)cc3)cc2)cc1,2.55
*c1ccc(-c2ccc(S(=O)(=O)NCCCCCCNS(*)(=O)=O)cc2)cc1,1.62
*c1ccc(C(C#N)(C#N)C(*)(C#N)C#N)cc1,1.49
*c1ccc(C2C(C(=O)OCC)C(*)C2C(=O)OCC)cc1,1.77
*c1ccc(Cc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C(C)(C)C)c2)cc1C(C)(C)C,1.39
*c1ccc(N(*)C)cc1,2.93
*c1ccc(N(*)CC)cc1,2.45
*c1ccc(N(*)CCCCCCCC)cc1,2.87
*c1ccc(N(*)CCCCCCCCCC)cc1,2.67
*c1ccc(N(*)CCCCCCCCCCCC)cc1,2.59
*c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(N6C(=O)c7ccc(-c8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,2.08
*c1ccc(NC(=O)CCCCCCCCC(=O)NS(*)(=O)=O)cc1,1.71
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5cc6ccccc6cc5Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,2.08
*c1ccc(Sc2ccc(Oc3ccc(Sc4ccc(N5C(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,2.14
*c1ccc2c(c1)C(=O)N(C1CCC(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)CC1)C2=O,1.25
*c1ccc2ccc(*)cc2c1,2.27
*c1cccc(*)c1,3.03
*c1cccc(*)c1N,3.14
*c1cccc(-c2cc(CCCCCCCCCCCCCC)cc(*)c2O)c1O,2.47
*c1cccc(-c2cc(CCCCCCCCCCCCCCCC)cc(*)c2N)c1N,2.6
*c1cccc2c(*)cccc12,8.3
