SMILES,MU
*c1ccc(-c2ccc(-c3ccc(C(*)(c4ccc(F)cc4)C(F)(F)F)cc3)cc2)cc1,2.233693614
*Cc1ccc(CN(C)C(=O)CCCCC(=O)N(*)C)cc1,4.601043066
*CCCCNC(=O)CCCCCCCCCC(=O)N*,5.422265726
*CCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N*)cc2)cc1,6.880292798
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccccc2)cc1C,2.269536497
*CC(COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(O*)c(Cl)c2)cc1Cl)OC(C)=O,2.462641344
*CCOCCOC(=O)CCCCCCCCC(=O)O*,1.982154811
*Oc1ccccc1CNC(=O)NCCCCCCNC(*)=O,7.139187
*CCCCC(=O)OCCCCCCOC(=O)c1ccc(O*)cc1,1.449141596
*CCCCCCCCCCCCCCCC(=O)O*,1.338456054
*/C=C/c1cc(OCC(CC)CCCC)c(*)cc1OC,2.742451205
*Oc1ccc(C(CCC)(CCC)c2ccc(OC(*)=O)cc2)cc1,2.213437093
*CCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1,4.018961639
*Oc1cccc(OC(=O)c2ccc(C(C)(C)c3ccc(C(*)=O)cc3)cc2)c1,4.058740648
*CCCCOC(=O)c1ccc(C(C)(C)c2ccc(C(=O)O*)cc2)cc1,3.243482611
*CC(*)(C)C(=O)OCCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,4.00813427
*CCCCCNC(=O)CCCCCCCC(=O)N*,5.515180025
*CCCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,3.08367843
*c1sc(*)c(OCCCCCCCCCCCC)c1C,1.307402319
*Oc1ccc(C2(c3ccc(OC(*)=O)c(C)c3)CCCCC2)cc1C,1.726287334
*CC1CCC(CNC(=O)CCCCCCC(=O)N*)CC1,1.079692842
*CCCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,2.3198206
*CCCCCCCCCCNC(=O)c1ccccc1C(=O)N*,2.846901849
*CCCCNC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,5.190934931
*NC(=O)Nc1ccc(Cc2ccc(NC(=O)Nc3cccc(*)n3)cc2)cc1,3.631535566
*CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)c(C)c2)cc1C,4.069441916
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,0.638721758
*CCCCCCCCCCNC(=O)c1cccc(C(=O)N*)c1,2.606577394
*CC(*)(C)C(=O)OCCCCn1c2ccccc2c2ccccc21,1.623478792
*CCN(*)C(=O)CCCCCCCCCCCC,3.298525381
*CCCCCCCCCCOC(=O)c1ccc(NC(=O)O*)cc1,1.593622832
*C(=O)NCCCCCCCCCCNC(=O)c1ccc(*)o1,3.641490322
*CCOC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)O*)cc32)cc1,3.919164286
*Oc1ccc(C2(c3ccc(OC(*)=O)c(C)c3)CC3CCC2C3)cc1C,2.387450665
*/C=C/c1ccc(*)c(C(=O)OC(C)(C)C)c1C(=O)OC(C)(C)C,2.915082818
*CCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,1.221291964
*c1cc(CCCCCCCCCCCCC)c(*)s1,0.780136534
*/C=C/C(C)C(*)C(=O)OCCN(C)c1ccc(N(C)C)cc1,2.738313919
*CCCCCCCCCNC(=O)c1cccc(C(=O)N*)c1,3.913132603
*c1ccc(NC(=O)CCCCCCCCC(=O)NS(*)(=O)=O)cc1,7.690322444
*CC(O)CCCCC(O)CN(*)c1ccc(N(C)C)cc1,2.235898581
*CCOCCOCCOC(=O)CCCCCCCC(=O)O*,3.565276798
*CC(*)CCCCCCCCCCCCCC,0.050882764
*CC(*)(C)C(=O)OCCCCCCCCCCCC,1.784969894
*CCCCCC(*)CCCCCCCCCC,0.040492275
*Cc1ccc(CN(C)C(=O)CCCCCCC(=O)N(*)C)cc1,2.604198361
*CCCCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,2.356742378
*CC1CCC(COC(=O)CCCCCCCC(=O)O*)CC1,2.330360772
*CC(*)C(=O)OC(CCC(CC)CCCC)CC(C)C,1.776493334
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCC,3.203540968
*Cc1c(C)c(C)c(CNC(=O)CCCCC(=O)N*)c(C)c1C,1.56585849
*CC(*)(C)C(=O)OCCOc1ccc(/N=N/c2ccc(OC)cc2)cc1,1.923491554
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CC(C)CC(C)(C)C2)cc1,2.830112304
*CCCCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,3.09378749
*CC(*)C(=O)OCCCCCCCCCCCCCC,1.925438496
*/C=C/c1cc(CC(CC)CCCC)c(*)cc1CCCC,0.273431306
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(C)=O,2.809044512
*/C=C/c1cc(OCC2CC3CC2C2CCCC32)c(*)cc1OC,0.684357133
*Cc1ccc(COC(=O)CCCCSCCCCC(=O)O*)cc1,1.043256346
*c1nc(CCCCCC)c(-c2sc(*)nc2CCCCCC)s1,0.729113307
*CCN(CCCC)C(=O)c1ccc(C(=O)N(*)CCCC)cc1,1.426195469
*CCCCCCNC(=O)c1ccc(Cc2ccc(C(=O)N*)cc2)cc1,1.904208496
*CCCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N*)cc2)cc1,1.256556697
*Cc1ccc(CN(CC)C(=O)CCCCC(=O)N(*)CC)cc1,2.082809114
*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,1.205906439
*CC(*)c1ccc(CCCCCCCCCCCC)cc1,0.129706693
*CCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,2.671571344
*CCCCCCN(CC)C(=O)c1ccc(C(=O)N(*)CC)cc1,1.311308601
*CC1CCC(CNC(=O)CCCCCCCC(=O)N*)CC1,6.65558868
*CC(C)(COC(=O)NCCCCCCNC(=O)O*)CN(C)C,3.232227128
*Cc1ccc(COC(=O)CCCCS(=O)(=O)CCCCC(=O)O*)cc1,3.582001196
*c1cc(CCCCCCCCCCCCCCC)c(*)s1,0.985293105
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CC3CC2C2CCCC32)cc1,0.918402201
*CCCCCCCCCCCCCCCCC(=O)N*,3.497937482
*CC1CCC(COC(=O)CCCCCCCCC(=O)O*)CC1,1.822747018
*c1ccc(C2C(C#N)(C(=O)OCCC)C(*)C2(C#N)C(=O)OCCC)cc1,6.306047393
*CCCCCCOC(=O)C/C(=C/C(=O)O*)c1ccc(OCC)cc1,3.084503415
*CCCCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N*)cc2)cc1,5.7486956
*CCN(*)C(=O)CCCCCCCCCCCCCC,3.407158325
*Oc1ccc(C(CCCC)(CCCC)c2ccc(OC(*)=O)cc2)cc1,0.961930081
*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,1.148342462
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C(C)C)c2)cc1C(C)C,0.75056845
*/C=C/C(=O)c1ccc(C(=O)/C=C/Nc2ccc(Cc3ccc(N*)cc3)cc2)cc1,5.040076536
*c1ccc(N(*)CCCCCCCCCCCC)cc1,2.147647728
*Nc1cc(*)ccc1CCCCCCCCCCCC,1.529922547
*c1ccc(-c2nnc(-c3cccc(-c4nnc(*)n4-c4ccccc4)c3)n2-c2ccccc2)cc1,9.003169371
*CCCCCCOC(=O)CCCCSCCCCC(=O)O*,2.822031676
*/C=C/c1cc(OCC)c(-c2cc(OCC)c(*)cc2OCC)cc1OCC,3.693026335
*CC(*)(C)C(=O)OCCCCCCCCCCCCCC,2.027562587
*Nc1cc(OCCCCCC)c(*)cc1OCCCCCC,1.903634435
*CC(*)C(=O)OCCOc1ccc(C(C)(C)c2ccc(OCCO)cc2)cc1,1.496913635
*CC(c1ccccc1)C(C(=O)O)C(*)C(=O)OCCCCCCCC,2.903272369
*CC(*)OC(=O)CCCCCCCCCCCCCCC,1.825578473
*/C=C/c1cc(OCCC(C)CCCC(C)C)c(*)cc1OC,2.952356598
*Oc1c(CCCCCCCCC)cc(*)cc1-c1ccccc1,1.685543385
*CCCCCCCCCCOC(=O)CCCCCCC(=O)O*,3.027351225
*CCOCCOC(=O)C(CCCCCCCCC)C(=O)O*,2.317816324
*/C=C(/*)CCCOc1ccc(-c2ccc(CCCCC)cc2)cc1,1.25279441
*CCCCCCCCCOC(=O)CCCCCCCC(=O)O*,2.173066139
*CC(*)C(=O)NCCCCCCCCCCCCCC,3.396971253
*CCc1ccc(CCNC(=O)CCCCCCCC(=O)N*)cc1,4.350791584
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1,3.158975565
*CCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,5.804406674
*Oc1ccc(C(c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)c2ccccc2C(=O)O)cc1,4.137995412
*CCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,0.948918282
*CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N*)c1,3.411078956
*CC(O)COc1c(C)cc(C(C)(C)c2cc(C)c(O*)c(C)c2)cc1C,2.459926937
*CCCCCC(=O)OCCCCCCOC(=O)c1ccc(O*)cc1,2.262883114
*c1ccc(-c2cc(CCCCCCCCCCCC)c(*)s2)s1,1.341455113
*c1ccc2c(c1)C(=O)N(C1CCC(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)CC1)C2=O,2.508034777
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCCCC,3.425175558
*CCCCc1ccc(CCCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,3.015406532
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,3.29001948
*CCCCCCCNC(=O)CCCCCCCCC(=O)N*,3.02272315
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,3.004678964
*CCCCCCCCCCCNC(=O)CCCCC(=O)N*,2.085107254
*CC(*)CCCCCCCCCCCCCCCC,0.07447739
*Oc1ccc(/N=N/c2ccc(OC(=O)CC(C)CCC(*)=O)cc2C)c(C)c1,5.121960567
*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,3.34479084
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,5.10684689
*CCCCCCNC(=O)c1ccc(C(C)(C)c2ccc(C(=O)N*)cc2)cc1,6.30167335
*Oc1c(C)cc(*)cc1C(C)CCCCCCCCCCCC,1.902350438
*CC(*)(C)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc(OC)cc2)c(C)c1,2.446226706
*CC(*)C(=O)OCCCCCCCCCCCCCCCC,1.660425427
*CCOC(=O)N(Cc1ccccc1)c1ccc(C)c(N(Cc2ccccc2)C(=O)O*)c1,2.85694015
*c1cc(CCCCCCCCCCCCCCCC)c(*)[nH]1,1.875618203
*CCCCCC(*)CCCCCCCCCCCC,0.156774094
*Oc1ccc(C(CCC)(CCC)c2ccc(OC(*)=O)c(C)c2)cc1C,2.869698228
*CC(*)(C)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,8.505508546
*Oc1ccc(C2(c3ccc(OC(=O)CCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,3.372968159
*/C=C/C(=O)c1cccc(C(=O)/C=C/Nc2ccc(Cc3ccc(N*)cc3)cc2)c1,2.309450152
*CCCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1,0.968519681
*CCCCCCCCCCNC(=O)CC/C=C/CCC(=O)N*,2.030207575
*CCCCOC(=O)NC1CCC(CC2CCC(NC(=O)O*)CC2)CC1,1.583321882
*CC(*)C(=O)NCCCCCCCCCCCCCCCC,3.366317326
*Oc1ccc(C(CC)(c2ccccc2)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,3.057916584
*CC(*)C(=O)OCCCCCCCCCCOc1ccc(C(=O)O)cc1,3.909234298
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(C)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,3.84179288
*CCCCCCCCCCCCCCCCCCOCO*,2.041248355
*CCCCCCNC(=O)c1ccc(C(C)c2ccc(C(=O)N*)cc2)cc1,1.565864258
*CC(*)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,8.653626284
*CCN(*)C(=O)CCCCCCCCCCCCCCC,3.222768009
*CC1CCC(COC(=O)CCCCCCCCCCC(=O)O*)CC1,2.217222259
*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,0.643054008
*CCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1,4.268477412
*C(=O)N(*)CCCCCCCCCCCCCCCCCC,3.558229662
*c1ccc(C(=O)NC2CCC(NC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)CC2)cc1,4.52706227
*c1sc(*)c(OCCCCCCCCCCCCCCCC)c1C,1.452789693
*CCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,2.286157052
*Cc1ccc(CN(C)C(=O)CCCCCCCCC(=O)N(*)C)cc1,2.964662077
*c1nc(-c2ccccc2)nc(N(c2ccccc2)c2ncnc(N(*)c3ccccc3)n2)n1,1.734868982
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCCO*)cc1,2.064663829
*CCCCCCCCCCCCNC(=O)CCCCC(=O)N*,5.753856479
*CCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,5.786138698
*c1ccc(-c2ccc(-c3ccc(C(*)(c4ccc(N(C)C)cc4)C(F)(F)F)cc3)cc2)cc1,3.555864592
*Oc1ccc(C(CCCCC)(CCCCC)c2ccc(OC(*)=O)cc2)cc1,1.8729303
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCC(*)=O)cc2)cc1,2.433744376
*CCCCCNC(=O)CCCCCCCCCCCC(=O)N*,5.872730741
*CCCCCC(*)CCCCCCCCCCCCCC,0.072763358
*CCCCC(=O)NCCc1ccc(CCNC(=O)CCCCS*)cc1,6.624128227
*/C=C/c1cc(OCC(CC)CCCC)c(*)cc1-c1ccc(F)c(C(F)(F)F)c1,5.231725867
*CC(C)(C)COC(=O)NC1CCC(CC2CCC(NC(=O)O*)CC2)CC1,2.487404517
*CCCCCCCCCCNC(=O)CCCCCCC(=O)N*,3.486765534
*CCc1ccc(CCNC(=O)CCCCCCCCCCC(=O)N*)cc1,5.53878999
*Oc1ccc(C2(c3ccc(OC(=O)CCC(*)=O)cc3)c3ccccc3C(=O)c3ccccc32)cc1,4.47463942
*c1ccc(Cc2ccc(N3C(=O)CC(Nc4cccc(NC5CC(=O)N(*)C5=O)c4)C3=O)cc2)cc1,1.856613319
*Oc1ccc(C2(c3ccc(OC(=O)CCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,1.925192623
*c1ccc(N2C(=O)CC(Nc3ccc(Cc4ccc(NC5CC(=O)N(*)C5=O)cc4)cc3)C2=O)cc1,0.99578729
*Oc1ccc(C(C)(CCC(=O)OCC)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,3.173565789
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCCS*)cc1,4.499696711
*CCNC(=O)CCCCCCCCCCCCCCC(=O)N*,1.304631066
*Oc1ccc(C2(c3ccc(OC(=O)C(C)(C)C(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,2.585573907
*Nc1ccc(*)cc1CCCCCCCCCCCCCCC,1.781875582
*CCCCNC(=O)CCCCCCCC(=O)NCCCCNC(=O)C(=O)N*,3.976955789
*c1ccc(*)c2nc(CCCCCCC)c(CCCCCCC)nc12,0.830835969
*/C=C/c1ccc(*)c(-c2ccc(OCC(CC)CCCC)c3ccccc23)c1,1.605326245
*Oc1ccc(NC(=O)CCCCCCCCCC(=O)Nc2ccc(*)cc2)cc1,5.132504404
*CCCCCCCCCCC(c1ccc(O)cc1)C(*)c1ccc(O)cc1C,1.919175942
*c1ccc(NC(=O)Nc2ccc(NC(=O)Nc3ccc(-c4nc(C#N)c(C#N)nc4*)cc3)cc2)cc1,11.74021209
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)CCCCCC(*)=O)c(C)c2)cc1C,1.421195541
*CCCCCCCCC(=O)NCCCCCCNC(=O)CCCCO*,4.035667996
*/C=C/C=C/C=C/c1cc(CCCCCCC)c(*)cc1CCCCCCC,0.408265744
*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1.078310628
*CC(*)CCCCCCCCCCCCCCCCCC,0.080388045
*CCCCCCCCCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,5.100196634
*CCCCCCCCCCCCOC(=O)CCCCCCC(=O)O*,3.015154799
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,1.523923059
*CC(*)(C)C(=O)OCCOCCOCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,3.576489363
*CC(*)(C)C(=O)OCCCCCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,3.482168077
*c1ccc(-c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2cc(*)ccc2-3)cc1,0.578205483
*/C=C/CCCCCCCCCC(Cl)CCCCCCCCC*,2.076524977
*CCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,2.274088197
*CCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,2.842105121
*Oc1ccc(C2(c3ccc(OC(=O)CCCCC(*)=O)cc3)c3ccccc3C(=O)c3ccccc32)cc1,2.773108365
*CC(*)C(=O)OCCCCCCCCCCCCCCCCCC,2.080161314
*CCCCCCCCCCCCCCCCCCCCOC(=O)CC(=O)O*,1.948323409
*CCCCCCCCCNC(=O)CCCCCCCCCC(=O)N*,3.276728352
*CCCCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,6.639234982
*CCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,2.668405842
*CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,5.97664794
*Cc1ccc(CNC(=O)CCCCCCCCCCCCC(=O)N*)cc1,4.647638456
*c1ccc(*)c2nc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(-c4ccccc4)cc3)nc12,0.947769597
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)C(C)C)cc1)C2=O,4.779282156
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,4.20731993
*CCCCCCC(=O)NCc1ccc(CNC(=O)CCCCCCO*)cc1,5.986437683
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)CCCCC(*)=O)c(C)c2)cc1C,4.620607624
*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,4.428537528
*c1cc(CCCCCCCCCCCCCCCCCCC)c(*)s1,0.975201451
*CCCCCCCCCCCCCCCCCCCCc1nnc(*)o1,3.520677221
*CCCCCCCCCCNC(=O)c1ccc(Cc2ccc(C(=O)N*)cc2)cc1,1.114059454
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(CCCCC)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.502998568
*CCCCCCCCCCCCNC(=O)NCCCCCCNC(=O)N*,0.727616226
*CC(*)(C)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.896953738
*CC(*)c1ccc(-c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2ccccc2-3)cc1,0.685771067
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,6.051412624
*CCCCCCCCCCCCCCCCCCCCOC(=O)C(=O)O*,1.102094549
*c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C3(*)OC(=O)c4ccccc43)cc2)cc1,5.379589088
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(CCCCCC)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,2.757826761
*CCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N*,6.229202223
*CCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N*,1.369414453
*c1cccc(-c2cc(CCCCCCCCCCCCCC)cc(*)c2O)c1O,1.182929087
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCC(=O)N*)cc1,4.970740792
*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCC(=O)N*)cc1,6.031651269
*CCCCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,6.400534198
*c1nc(CCCCCCCCC)c(-c2sc(*)nc2CCCCCCCCC)s1,0.183107998
*Oc1ccc(CNC(=O)CCCCC(=O)NCc2ccc(OC3COC4C(*)COC34)cc2)cc1,1.543389425
*c1sc(*)c(OCCCCCCCCCCCCCCCCCCCC)c1C,1.631098095
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,9.545921206
*CCCCCCCCCCCCN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,1.458268085
*CCCCCCCCCCCCCCNC(=O)NCCCCCCNC(=O)N*,1.638250204
*CCCCCCCCCCOCCCCCCCCCCOCCCCO*,2.741417211
*c1cc(CCCCCCCCCCCCCCCCCCCCCC)c(*)s1,0.893946545
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,2.864167315
*c1cccc(-c2cc(CCCCCCCCCCCCCCCC)cc(*)c2N)c1N,0.510170218
*CCCCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N*,2.547489867
*CCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCCCCCS*)cc1,6.563914703
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)CCCCCCCCC(*)=O)c(C)c2)cc1C,3.887505698
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Nc3ncnc(Nc4cccc(N5C(=O)c6ccc(*)cc6C5=O)c4)n3)c1)C2=O,4.265522621
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Nc3nc(N)nc(Nc4cccc(N5C(=O)c6ccc(*)cc6C5=O)c4)n3)c1)C2=O,3.578341376
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Cc3ccc(Cc4cccc(N5C(=O)c6ccc(*)cc6C5=O)c4)cc3)c1)C2=O,3.545032818
*C(*)F,1.889379541
*C(*)O,1.723183161
*C(*)(F)F,1.938862199
*C(*)(F)Cl,2.010121383
*C(*)(C#N)C#N,3.763625125
*SC(*)=S,2.988994001
*N=P(*)=S,0.899089983
*C#C/C=C/*,0.427490947
*C#C/C=C/*,0.427491152
*CC(*)=C,0.368154
*O[SiH](*)C,1.776084425
*CSS*,1.983352431
*/C=C(/*)C,0.366202287
*OC([2H])([2H])C(*)([2H])[2H],1.616221247
*N=P(*)(F)F,2.888963034
*CC(=O)O*,1.6051579
*CCO*,1.610601323
*c1csc(*)c1,0.515064847
*c1ccc(*)s1,0.519403572
*c1cnc(*)s1,1.533905945
*C(=S)N(*)C,4.918079703
*/C=C/SS*,1.760839124
*/C=C/SS*,1.760839915
*/C=C(/*)CO,1.567282157
*/C(C)=C(/*)C#N,4.593129528
*c1ccc(*)o1,0.593339123
*CCSS*,2.135406471
*c1ccc(*)[nH]1,1.980738433
*C(=O)N(*)C=C,3.317168273
*[Si](*)(C)C,0.729521032
*C(*)C(=O)OC,1.756941714
*C[SiH](*)C,0.719283783
*c1cc(C#N)c(*)s1,4.099521695
*C(=C(F)F)C(*)(F)F,1.161534868
*Nc1cnc(*)s1,3.200342086
*NNC(=O)C(*)=O,0.731565274
*CC(*)C(=O)O[Na],5.815664588
*CCC(=O)O*,1.667718783
*CNC(=O)N*,4.156263056
*OC(C)C(*)=O,2.905545372
*CC(*)C(=O)O[Li],3.330263418
*C#Cc1ccc(*)s1,0.841355111
*C([2H])([2H])C(*)(F)F,2.195779316
*CC/C=C(/*)Cl,1.8547742
*C(F)C(*)(F)F,1.512454596
*OC(*)C=C,1.849322279
*CC(*)(F)Cl,2.38033921
*CC(*)(F)F,2.194838815
*/C=C(/*)C#N,3.899344663
*OC(*)C,1.676583911
*CC(C)O*,1.589023859
*Sc1ccc(*)nn1,3.232161797
*C([2H])([2H])C(*)([2H])Cl,2.280720502
*CC/C=C(/*)Cl,1.854774162
*CC(*)(Cl)C#N,3.542826908
*CC(*)(Cl)Cl,2.291066342
*CC(*)F,1.898256873
*NC(=S)NS(*)=O,4.77213659
*CC(*)(F)C#N,3.532772043
*OC(*)CCl,1.931161046
*/C=C(\F)C(F)(F)C*,1.771978174
*CC(*)N,1.327073509
*OC(*)C(Cl)Cl,2.753617841
*CC/C=C(/*)Cl,1.854773732
*Nc1nc(*)nc(Cl)n1,3.70868409
*CC(CCl)O*,3.143821594
*C([2H])([2H])C(*)([2H])C([2H])([2H])[2H],0.078320074
*SC(C)C(*)=O,2.942764866
*CCCS*,1.775878798
*CC(C)S*,1.804582639
*CC(CF)O*,1.502112007
*CC(*)C(F)(F)F,2.328857504
*CC(*)OC=O,1.802129747
*CC(*)SC,1.678999391
*C1C=CC(*)S1,1.921063189
*CC(O*)C(F)(F)F,1.635315907
*/C=C(/*)C(C)=O,2.669240605
*O[Si](*)(C)C,2.024392408
*C(C)C(*)O,1.681186117
*/N=[SH]/*,3.163929461
*CC(*)(F)C(F)(F)F,2.313537088
*C(F)C(*)C(F)(F)F,0.385819409
*CCC(=O)N*,3.660609781
*CC(F)(F)/C(F)=C(/*)Cl,1.997893219
*CC(*)C=C,0.344004381
*CC(*)C(N)=O,3.64933134
*/C=C(/*)CC,0.338730541
*OC(*)CC,1.55240825
*NC(C)C(*)=O,1.725025708
*OC(=C)CC(*)=O,3.168726073
*O[Si](*)(C)C,2.024392402
*OC(*)(C)C,1.593379268
*CC/C(Cl)=C(/*)Cl,0.933872842
*C(F)(F)C(*)(F)C(F)(F)F,0.199206411
*c1cc(C)c(*)s1,0.893452543
*c1ccc(*)cc1,0.007401693
*CCSSSS*,2.841929095
*C(F)C(*)(F)OC(F)(F)F,1.549712488
*Sc1cccc(*)n1,2.081090974
*N=P(*)(C)C,3.967869397
*c1cc2sc(*)cc2s1,0.016187453
*CC(*)CO,1.70300493
*C([2H])([2H])C(*)([2H])C([2H])=C([2H])[2H],0.340008171
*CC(*)S(=O)(=O)O[Na],7.530971986
*CCOC(=O)O*,0.669884481
*B1NBN(*)BN1,0.00880815
*OC(F)(F)C(F)(F)C(*)(F)F,0.897203604
*C(F)(F)C(*)(F)OC(F)(F)F,0.33589779
*CCC(*)O,1.701380601
*C(=O)N(*)CC,3.74070043
*c1cc2cc(*)sc2s1,1.241944675
